URL,ACOMDate(Lastest),ACOMDate,WACNDate
site-recovery-hyper-v-site-to-azure-classic.md,05/03/2016,05/03/2016,06/06/2016
site-recovery-hyper-v-site-to-azure.md,05/09/2016,05/09/2016,06/06/2016
site-recovery-manage-registration-and-protection.md,07/12/2016,07/12/2016,08/01/2016
site-recovery-migrate-aws-to-azure.md,08/22/2016,08/22/2016,10/10/2016
site-recovery-migrate-azure-to-azure.md,08/21/2016,08/21/2016,10/10/2016
site-recovery-monitoring-and-troubleshooting.md,07/06/2016,07/06/2016,08/01/2016
site-recovery-network-design.md,06/21/2016,06/21/2016,08/01/2016
site-recovery-network-mapping.md,07/06/2016,07/06/2016,08/01/2016
site-recovery-overview.md,02/22/2016,02/22/2016,04/05/2016
site-recovery-performance-and-scaling-testing-on-premises-to-on-premises.md,07/06/2016,07/06/2016,08/01/2016
site-recovery-runbook-automation.md,08/23/2016,08/23/2016,10/10/2016
site-recovery-single-vmm.md,08/24/2016,08/24/2016,10/10/2016
site-recovery-sql.md,08/04/2016,08/04/2016,08/29/2016
site-recovery-storage-mapping.md,07/06/2016,07/06/2016,08/01/2016
site-recovery-support-matrix.md,09/07/2016,09/07/2016,10/10/2016
site-recovery-understanding-site-to-azure-protection.md,09/12/2016,09/12/2016,10/10/2016
site-recovery-vmm-san.md,07/06/2016,07/06/2016,08/01/2016
site-recovery-vmm-to-azure-classic.md,05/06/2016,05/06/2016,06/06/2016
site-recovery-vmm-to-azure.md,08/23/2016,05/10/2016,06/06/2016
site-recovery-vmm-to-vmm-classic.md,08/23/2016,08/23/2016,10/10/2016
site-recovery-vmm-to-vmm-powershell-resource-manager.md,07/19/2016,07/19/2016,08/29/2016
site-recovery-vmm-to-vmm.md,08/23/2016,08/23/2016,10/10/2016
site-recovery-workload.md,07/06/2016,07/06/2016,08/01/2016
sql-data-warehouse-authentication.md,09/04/2016,10/17/2016,10/17/2016
sql-data-warehouse-best-practices.md,09/04/2016,09/04/2016,10/17/2016
sql-data-warehouse-connect-overview.md,08/27/2016,08/27/2016,10/17/2016
sql-data-warehouse-connection-strings.md,08/01/2016,08/01/2016,08/29/2016
sql-data-warehouse-develop-best-practices-transactions.md,07/31/2016,07/31/2016,08/29/2016
sql-data-warehouse-develop-concurrency.md,08/30/2016,08/30/2016,10/17/2016
sql-data-warehouse-develop-ctas.md,06/14/2016,06/14/2016,08/01/2016
sql-data-warehouse-develop-dynamic-sql.md,06/14/2016,06/14/2016,08/01/2016
sql-data-warehouse-develop-group-by-options.md,06/14/2016,06/14/2016,08/01/2016
sql-data-warehouse-develop-label.md,06/14/2016,06/14/2016,08/01/2016
sql-data-warehouse-develop-loops.md,06/14/2016,06/14/2016,08/01/2016
sql-data-warehouse-develop-stored-procedures.md,06/30/2016,06/30/2016,08/01/2016
sql-data-warehouse-develop-transactions.md,07/31/2016,07/31/2016,08/29/2016
sql-data-warehouse-develop-user-defined-schemas.md,06/14/2016,06/14/2016,08/01/2016
sql-data-warehouse-develop-variable-assignment.md,06/14/2016,06/14/2016,08/08/2016
sql-data-warehouse-develop-views.md,07/01/2016,07/01/2016,08/08/2016
sql-data-warehouse-encryption-tde-tsql.md,08/29/2016,08/29/2016,10/17/2016
sql-data-warehouse-encryption-tde.md,08/29/2016,08/29/2016,10/17/2016
sql-data-warehouse-get-started-connect-sqlcmd.md,09/06/2016,09/06/2016,10/17/2016
sql-data-warehouse-get-started-create-database-tsql.md,08/24/2016,08/24/2016,10/17/2016
sql-data-warehouse-get-started-load-with-polybase.md,06/30/2016,06/30/2016,08/08/2016
sql-data-warehouse-get-started-provision-powershell.md,08/25/2016,08/25/2016,10/17/2016
sql-data-warehouse-get-started-provision.md,08/25/2016,08/25/2016,10/17/2016
sql-data-warehouse-index-all-articles.md,08/21/2016,08/21/2016,10/17/2016
sql-data-warehouse-install-visual-studio.md,08/16/2016,08/16/2016,10/17/2016
sql-data-warehouse-integrate-azure-stream-analytics.md,08/16/2016,08/16/2016,10/17/2016
sql-data-warehouse-load-from-azure-blob-storage-with-polybase.md,08/25/2016,08/25/2016,10/17/2016
sql-data-warehouse-load-from-sql-server-with-azcopy.md,06/30/2016,06/30/2016,08/08/2016
sql-data-warehouse-load-from-sql-server-with-bcp.md,06/30/2016,06/30/2016,08/08/2016
sql-data-warehouse-load-from-sql-server-with-integration-services.md,08/08/2016,08/08/2016,09/26/2016
sql-data-warehouse-load-from-sql-server-with-polybase.md,06/30/2016,06/30/2016,08/08/2016
sql-data-warehouse-load-polybase-guide.md,06/30/2016,06/30/2016,08/08/2016
sql-data-warehouse-load-sample-databases.md,08/16/2016,08/16/2016,10/17/2016
sql-data-warehouse-load-with-bcp.md,06/30/2016,06/30/2016,08/08/2016
sql-data-warehouse-manage-compute-overview.md,09/03/2016,09/03/2016,10/17/2016
sql-data-warehouse-manage-compute-portal.md,08/22/2016,08/22/2016,10/17/2016
sql-data-warehouse-manage-compute-powershell.md,06/13/2016,06/13/2016,07/18/2016
sql-data-warehouse-manage-compute-rest-api.md,08/08/2016,08/08/2016,09/26/2016
sql-data-warehouse-manage-compute-tsql.md,08/08/2016,08/08/2016,09/26/2016
sql-data-warehouse-manage-monitor.md,08/28/2016,08/28/2016,10/17/2016
sql-data-warehouse-migrate-code.md,08/02/2016,08/02/2016,08/29/2016
sql-data-warehouse-migrate-data.md,08/25/2016,08/25/2016,10/17/2016
sql-data-warehouse-migrate-migration-utility.md,08/08/2016,08/08/2016,08/29/2016
sql-data-warehouse-migrate-schema.md,08/25/2016,08/25/2016,10/17/2016
sql-data-warehouse-overview-develop.md,08/16/2016,08/16/2016,10/17/2016
sql-data-warehouse-overview-integrate.md,05/31/2016,05/31/2016,08/15/2016
sql-data-warehouse-overview-load.md,07/12/2016,07/12/2016,08/15/2016
sql-data-warehouse-overview-manage-security.md,08/30/2016,08/30/2016,10/17/2016
sql-data-warehouse-overview-manage-user-queries.md,08/17/2016,08/17/2016,10/17/2016
sql-data-warehouse-overview-manage.md,08/16/2016,08/16/2016,10/17/2016
sql-data-warehouse-overview-migrate.md,08/30/2016,08/30/2016,10/17/2016
sql-data-warehouse-overview-reference.md,08/08/2016,08/08/2016,09/26/2016
sql-data-warehouse-overview-what-is.md,07/23/2016,07/23/2016,09/05/2016
sql-data-warehouse-overview-workload.md,07/25/2016,07/25/2016,09/05/2016
sql-data-warehouse-query-visual-studio.md,06/16/2016,06/16/2016,07/18/2016
sql-data-warehouse-reference-powershell-cmdlets.md,08/16/2016,08/16/2016,10/17/2016
sql-data-warehouse-reference-tsql-language-elements.md,09/08/2016,09/08/2016,10/17/2016
sql-data-warehouse-reference-tsql-statements.md,08/22/2016,08/22/2016,10/17/2016
sql-data-warehouse-reference-tsql-system-views.md,08/22/2016,08/22/2016,10/17/2016
sql-data-warehouse-restore-database-overview.md,06/28/2016,06/28/2016,08/22/2016
sql-data-warehouse-restore-database-portal.md,07/18/2016,07/18/2016,09/05/2016
sql-data-warehouse-restore-database-powershell.md,07/18/2016,07/18/2016,09/05/2016
sql-data-warehouse-restore-database-rest-api.md,07/18/2016,07/18/2016,09/05/2016
sql-data-warehouse-service-capacity-limits.md,09/01/2016,09/01/2016,10/17/2016
sql-data-warehouse-tables-data-types.md,06/29/2016,06/29/2016,08/08/2016
sql-data-warehouse-tables-distribute.md,08/30/2016,08/30/2016,10/17/2016
sql-data-warehouse-tables-index.md,07/12/2016,07/12/2016,08/08/2016
sql-data-warehouse-tables-overview.md,08/04/2016,08/04/2016,09/05/2016
sql-data-warehouse-tables-partition.md,07/18/2016,07/18/2016,08/15/2016
sql-data-warehouse-tables-statistics.md,06/30/2016,06/30/2016,08/15/2016
sql-data-warehouse-tables-temporary.md,06/29/2016,06/29/2016,08/22/2016
sql-data-warehouse-troubleshoot.md,08/30/2016,08/30/2016,10/17/2016
sql-database-aad-authentication.md,09/16/2016,09/16/2016,10/17/2016
sql-database-always-encrypted-azure-key-vault.md,07/18/2016,07/18/2016,08/15/2016
sql-database-always-encrypted.md,07/18/2016,07/18/2016,08/15/2016
sql-database-auditing-and-dynamic-data-masking-downlevel-clients.md,07/10/2016,07/10/2016,08/15/2016
sql-database-auditing-get-started.md,07/10/2016,07/10/2016,08/15/2016
sql-database-automated-backups.md,09/06/2016,09/06/2016,10/17/2016
sql-database-benchmark-overview.md,06/21/2016,06/21/2016,08/22/2016
sql-database-business-continuity.md,07/20/2016,07/20/2016,09/19/2016
sql-database-client-id-keys.md,06/06/2016,06/06/2016,07/11/2016
sql-database-cloud-migrate-compatible-export-bacpac-sqlpackage.md,08/24/2016,08/24/2016,10/17/2016
sql-database-cloud-migrate-compatible-export-bacpac-ssms.md,08/16/2016,08/16/2016,10/17/2016
sql-database-cloud-migrate-compatible-import-bacpac-sqlpackage.md,08/24/2016,08/24/2016,10/17/2016
sql-database-cloud-migrate-compatible-import-bacpac-ssms.md,08/24/2016,08/24/2016,10/17/2016
sql-database-cloud-migrate-compatible-using-ssms-migration-wizard.md,08/24/2016,08/24/2016,10/17/2016
sql-database-cloud-migrate-compatible-using-transactional-replication.md,08/23/2016,08/23/2016,10/17/2016
sql-database-cloud-migrate-determine-compatibility-sqlpackage.md,08/24/2016,08/24/2016,10/17/2016
sql-database-cloud-migrate-determine-compatibility-ssms.md,08/29/2016,08/29/2016,10/17/2016
sql-database-cloud-migrate-fix-compatibility-issues-ssdt.md,08/24/2016,08/24/2016,10/17/2016
sql-database-cloud-migrate-fix-compatibility-issues-ssms.md,08/24/2016,08/24/2016,10/17/2016
sql-database-cloud-migrate-fix-compatibility-issues.md,08/24/2016,08/24/2016,10/17/2016
sql-database-cloud-migrate-restore-single-table-azure-backup.md,08/31/2016,08/31/2016,10/17/2016
sql-database-cloud-migrate.md,08/24/2016,08/24/2016,10/17/2016
sql-database-command-line-tools.md,09/13/2016,09/13/2016,10/17/2016
sql-database-compatibility-level-query-performance-130.md,08/08/2016,08/08/2016,09/19/2016
sql-database-configure-firewall-settings-powershell.md,08/09/2016,08/09/2016,09/19/2016
sql-database-configure-firewall-settings-rest.md,08/09/2016,08/09/2016,09/19/2016
sql-database-configure-firewall-settings-tsql.md,08/30/2016,08/30/2016,10/17/2016
sql-database-connect-excel.md,07/05/2016,07/05/2016,08/15/2016
sql-database-connect-query-ssms.md,08/17/2016,08/17/2016,10/17/2016
sql-database-connect-query.md,08/17/2016,08/17/2016,10/17/2016
sql-database-connectivity-issues.md,09/20/2016,09/20/2016,10/17/2016
sql-database-copy-powershell.md,09/08/2016,09/08/2016,10/17/2016
sql-database-copy-transact-sql.md,06/16/2016,06/16/2016,07/11/2016
sql-database-copy.md,06/16/2016,06/16/2016,07/11/2016
sql-database-design-patterns-multi-tenancy-saas-applications.md,08/24/2016,08/24/2016,10/17/2016
sql-database-designing-cloud-solutions-for-disaster-recovery.md,07/20/2016,07/20/2016,09/19/2016
sql-database-develop-direct-route-ports-adonet-v12.md,08/17/2016,08/17/2016,10/17/2016
sql-database-develop-dotnet-simple.md,06/16/2016,06/16/2016,07/11/2016
sql-database-develop-error-messages.md,07/12/2016,07/12/2016,08/15/2016
sql-database-develop-java-simple.md,06/16/2016,06/16/2016,07/11/2016
sql-database-develop-nodejs-simple.md,06/16/2016,06/16/2016,07/11/2016
sql-database-develop-overview.md,08/17/2016,08/17/2016,10/17/2016
sql-database-develop-php-simple.md,06/16/2016,06/16/2016,07/11/2016
sql-database-develop-python-simple.md,06/16/2016,06/16/2016,07/11/2016
sql-database-develop-ruby-simple.md,09/16/2016,09/16/2016,
sql-database-disaster-recovery-drills.md,07/31/2016,07/31/2016,09/19/2016
sql-database-disaster-recovery-strategies-for-applications-with-elastic-pool.md,07/16/2016,07/16/2016,09/19/2016
sql-database-disaster-recovery.md,07/20/2016,07/20/2016,09/19/2016
sql-database-dynamic-data-masking-get-started-portal.md,07/10/2016,07/10/2016,08/22/2016
sql-database-elastic-convert-to-use-elastic-tools.md,04/26/2016,04/26/2016,06/14/2016
sql-database-elastic-database-client-library.md,09/06/2016,09/06/2016,10/17/2016
sql-database-elastic-database-perf-counters.md,05/23/2016,05/23/2016,07/11/2016
sql-database-elastic-database-recovery-manager.md,05/05/2016,05/05/2016,07/21/2016
sql-database-elastic-jobs-getting-started.md,09/06/2016,09/06/2016,10/17/2016
sql-database-elastic-jobs-overview.md,05/27/2016,05/27/2016,07/11/2016
sql-database-elastic-jobs-powershell.md,05/27/2016,05/27/2016,07/11/2016
sql-database-elastic-jobs-service-installation.md,05/27/2016,05/27/2016,07/11/2016
sql-database-elastic-jobs-uninstall.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-pool-create-csharp.md,09/14/2016,09/14/2016,10/17/2016
sql-database-elastic-pool-create-powershell.md,05/27/2016,05/27/2016,08/24/2016
sql-database-elastic-pool-database-assessment-powershell.md,06/06/2016,06/06/2016,07/18/2016
sql-database-elastic-pool-guidance.md,08/08/2016,08/08/2016,09/19/2016
sql-database-elastic-pool-manage-csharp.md,07/05/2016,07/05/2016,08/15/2016
sql-database-elastic-pool-manage-powershell.md,06/22/2016,06/22/2016,08/15/2016
sql-database-elastic-pool-manage-tsql.md,05/27/2016,05/27/2016,08/24/2016
sql-database-elastic-pool-price.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-pool.md,07/12/2016,07/12/2016,08/15/2016
sql-database-elastic-query-getting-started-vertical.md,05/23/2016,05/23/2016,07/18/2016
sql-database-elastic-query-getting-started.md,05/23/2016,05/23/2016,07/18/2016
sql-database-elastic-query-horizontal-partitioning.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-query-overview.md,04/27/2016,04/04/2016,06/14/2016
sql-database-elastic-query-vertical-partitioning.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-add-a-shard.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-configure-deploy-split-and-merge.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-data-dependent-routing.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-faq.md,05/03/2016,05/03/2016,05/23/2016
sql-database-elastic-scale-get-started.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-glossary.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-introduction.md,09/06/2016,09/06/2016,10/17/2016
sql-database-elastic-scale-manage-credentials.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-multishard-querying.md,04/12/2016,04/12/2016,05/16/2016
sql-database-elastic-scale-overview-split-and-merge.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-shard-map-management.md,05/25/2016,05/25/2016,07/18/2016
sql-database-elastic-scale-split-merge-security-configuration.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-upgrade-client-library.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-use-entity-framework-applications-visual-studio.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-scale-working-with-dapper.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-tools-multi-tenant-row-level-security.md,05/27/2016,05/27/2016,07/18/2016
sql-database-elastic-transactions-overview.md,05/27/2016,05/27/2016,07/18/2016
sql-database-explore-tutorials.md,08/24/2016,08/24/2016,10/17/2016
sql-database-export-powershell.md,08/15/2016,08/15/2016,09/19/2016
sql-database-faq.md,08/16/2016,08/16/2016,10/17/2016
sql-database-firewall-configure.md,09/14/2016,09/14/2016,10/17/2016
sql-database-general-limitations.md,09/06/2016,09/06/2016,10/17/2016
sql-database-geo-replication-failover-powershell.md,08/29/2016,08/29/2016,10/17/2016
sql-database-geo-replication-failover-transact-sql.md,08/29/2016,08/29/2016,10/17/2016
sql-database-geo-replication-overview.md,08/29/2016,08/29/2016,10/17/2016
sql-database-geo-replication-powershell.md,07/14/2016,07/14/2016,09/19/2016
sql-database-geo-replication-security-config.md,07/16/2016,07/16/2016,09/19/2016
sql-database-geo-replication-transact-sql.md,07/18/2016,07/18/2016,08/15/2016
sql-database-geo-restore-powershell.md,07/17/2016,07/17/2016,09/19/2016
sql-database-get-started-csharp.md,09/14/2016,09/14/2016,10/17/2016
sql-database-get-started-powershell.md,08/19/2016,08/19/2016,10/17/2016
sql-database-get-started-security.md,08/17/2016,08/17/2016,10/17/2016
sql-database-get-started-sql-data-sync.md,07/11/2016,07/11/2016,08/15/2016
sql-database-get-started.md,09/07/2016,09/07/2016,
sql-database-helps-secures-and-protects.md,09/13/2016,09/13/2016,10/17/2016
sql-database-import-powershell.md,08/31/2016,08/31/2016,10/17/2016
sql-database-in-memory-oltp-monitoring.md,07/18/2016,07/18/2016,08/15/2016
sql-database-index-all-articles.md,08/21/2016,08/21/2016,10/17/2016
sql-database-json-features.md,08/17/2016,08/17/2016,10/17/2016
sql-database-learn-and-adapt.md,07/19/2016,07/19/2016,09/19/2016
sql-database-libraries.md,08/17/2016,08/17/2016,10/17/2016
sql-database-load-from-csv-with-bcp.md,09/13/2016,09/13/2016,
sql-database-manage-application-rolling-upgrade.md,07/16/2016,07/16/2016,09/19/2016
sql-database-manage-automation.md,05/26/2016,05/26/2016,08/15/2016
sql-database-manage-azure-ssms.md,05/09/2016,03/07/2016,06/14/2016
sql-database-manage-logins.md,09/14/2016,09/14/2016,10/17/2016
sql-database-manage-overview.md,07/19/2016,07/19/2016,09/28/2016
sql-database-manage-powershell.md,09/13/2016,09/13/2016,10/17/2016
sql-database-monitoring-with-dmvs.md,07/05/2016,07/05/2016,08/15/2016
sql-database-operate-query-store.md,08/16/2016,08/16/2016,10/17/2016
sql-database-paas-vs-sql-server-iaas.md,09/06/2016,09/06/2016,10/17/2016
sql-database-performance-guidance.md,09/13/2016,09/13/2016,10/17/2016
sql-database-point-in-time-restore-powershell.md,07/17/2016,07/17/2016,09/28/2016
sql-database-recovery-using-backups.md,08/01/2016,08/01/2016,09/28/2016
sql-database-resource-limits.md,07/19/2016,07/19/2016,09/28/2016
sql-database-restore-deleted-database-powershell.md,07/09/2016,07/09/2016,09/28/2016
sql-database-scale-on-the-fly.md,07/19/2016,07/19/2016,09/28/2016
sql-database-scale-up-powershell.md,07/19/2016,07/19/2016,09/28/2016
sql-database-security-guidelines.md,08/02/2016,08/02/2016,09/28/2016
sql-database-security.md,06/09/2016,06/09/2016,07/25/2016
sql-database-service-tiers.md,08/10/2016,08/10/2016,09/28/2016
sql-database-single-database-monitor.md,07/06/2016,07/06/2016,08/15/2016
sql-database-solution-quick-starts.md,09/06/2016,09/06/2016,10/17/2016
sql-database-technical-overview.md,08/16/2016,08/16/2016,10/17/2016
sql-database-temporal-tables.md,08/29/2016,08/29/2016,10/17/2016
sql-database-transact-sql-information.md,08/30/2016,08/30/2016,10/17/2016
sql-database-troubleshoot-common-connection-issues.md,08/31/2016,08/31/2016,10/17/2016
sql-database-troubleshoot-connection.md,07/06/2016,07/06/2016,08/22/2016
sql-database-troubleshoot-permissions.md,09/13/2016,09/13/2016,10/17/2016
